protein_accession	foldseek_rank	query	target	evalue	bits	prob	alnlen	pident	lddt	alntmscore	qtmscore	ttmscore	taxid	taxname
YP_003347329.1	14	YP_003347329.1	7n6g-assembly1_3U	4.175E-01	40	0.214	248	13.700	3.738E-01	2.598E-01	2.137E-01	1.854E-01	3055	Chlamydomonas reinhardtii
YP_003347329.1	15	YP_003347329.1	7sqc-assembly1_1F	8.821E-01	39	0.196	247	12.900	3.688E-01	3.144E-01	2.442E-01	3.109E-01	3055	Chlamydomonas reinhardtii
YP_003347329.1	16	YP_003347329.1	6mrt-assembly1_A	5.681E-02	39	0.196	251	11.100	2.996E-01	1.774E-01	1.445E-01	1.492E-01	83333	Escherichia coli K-12
YP_003347329.1	17	YP_003347329.1	4phq-assembly2_B	2.412E-01	38	0.179	286	12.900	3.047E-01	2.452E-01	2.068E-01	2.193E-01	83333	Escherichia coli K-12
YP_003347329.1	18	YP_003347329.1	1few-assembly1_A	1.190E+00	37	0.164	214	12.600	3.539E-01	3.209E-01	1.946E-01	2.920E-01	9606	Homo sapiens
YP_003347329.1	19	YP_003347329.1	4tx5-assembly1_B	1.190E+00	37	0.164	218	11.400	3.400E-01	3.371E-01	1.830E-01	3.025E-01	9606	Homo sapiens
YP_003347329.1	20	YP_003347329.1	1y1u-assembly2_C-2	4.613E-01	37	0.164	227	15.800	3.362E-01	2.493E-01	1.706E-01	1.092E-01	10090	Mus musculus
YP_007678074.1	1	YP_007678074.1	3zqq-assembly1_C	9.259E-06	149	1.000	159	24.500	5.746E-01	4.281E-01	1.870E-01	3.654E-01	10773	Bacillus phage SF6
YP_007678074.1	2	YP_007678074.1	3zqq-assembly1_A	1.219E-04	131	1.000	158	24.600	5.875E-01	4.487E-01	1.761E-01	3.808E-01	10773	Bacillus phage SF6
YP_007678074.1	3	YP_007678074.1	4zc3-assembly1_A	2.660E-02	136	1.000	56	42.800	7.801E-01	9.099E-01	1.727E-01	8.504E-01	10773	Bacillus phage SF6
YP_007678074.1	4	YP_007678074.1	2cmp-assembly1_A	1.781E-02	139	1.000	55	43.600	7.638E-01	8.971E-01	1.677E-01	8.374E-01	10773	Bacillus phage SF6
YP_007678074.1	5	YP_007678074.1	7joq-assembly1_H	1.114E-01	77	0.975	80	20.000	5.319E-01	6.021E-01	1.856E-01	4.448E-01	2079543	Pseudomonas phage NV1
YP_007678074.1	6	YP_007678074.1	7fby-assembly1_A	2.756E+00	65	0.872	45	28.800	7.731E-01	8.409E-01	1.346E-01	2.584E-01	70601	Pyrococcus horikoshii OT3
YP_007678074.1	7	YP_007678074.1	7joq-assembly1_C	2.950E-01	64	0.855	82	21.900	5.038E-01	5.783E-01	1.898E-01	4.380E-01	2079543	Pseudomonas phage NV1
YP_007678074.1	8	YP_007678074.1	7joq-assembly9_kk	3.124E-01	62	0.817	82	21.900	4.905E-01	5.608E-01	1.880E-01	4.300E-01	2079543	Pseudomonas phage NV1
YP_007678074.1	9	YP_007678074.1	2ia0-assembly1_A	3.669E+00	62	0.817	42	26.100	7.477E-01	8.962E-01	1.324E-01	2.514E-01	2261	Pyrococcus furiosus
YP_007678074.1	10	YP_007678074.1	7joq-assembly3_X	8.274E-01	60	0.772	71	25.300	5.336E-01	6.620E-01	1.878E-01	4.656E-01	2079543	Pseudomonas phage NV1
YP_007678074.1	11	YP_007678074.1	7joq-assembly1_D	5.232E-01	59	0.747	80	21.200	4.887E-01	6.056E-01	1.767E-01	4.280E-01	2079543	Pseudomonas phage NV1
YP_007678074.1	12	YP_007678074.1	7joq-assembly5_l	9.826E-01	57	0.692	73	24.600	5.358E-01	6.242E-01	1.830E-01	4.405E-01	2079543	Pseudomonas phage NV1
YP_007678074.1	13	YP_007678074.1	6w7t-assembly1_B	8.762E-01	55	0.632	82	19.500	5.080E-01	5.876E-01	1.891E-01	4.309E-01	188350	Bruynoghevirus PaP3
YP_007678074.1	14	YP_007678074.1	2wte-assembly1_B	2.069E+00	55	0.632	72	20.800	6.798E-01	6.134E-01	1.401E-01	1.956E-01	273057	Saccharolobus solfataricus P2
YP_007678074.1	15	YP_007678074.1	4dnc-assembly3_B	4.615E+00	54	0.601	38	10.500	6.711E-01	8.588E-01	1.228E-01	1.375E-01	9606	Homo sapiens
YP_007678074.1	16	YP_007678074.1	2cfx-assembly1_C	1.554E+00	54	0.601	67	13.400	6.241E-01	5.853E-01	1.186E-01	2.481E-01	1423	Bacillus subtilis
YP_007678074.1	17	YP_007678074.1	6eo3-assembly1_A	3.886E+00	53	0.569	43	30.200	6.770E-01	7.427E-01	1.212E-01	1.750E-01	90371	Salmonella enterica subsp. enterica serovar Typhimurium
YP_007678074.1	18	YP_007678074.1	6eo3-assembly1_B	3.090E+00	53	0.569	44	29.500	6.502E-01	7.167E-01	1.204E-01	1.789E-01	90371	Salmonella enterica subsp. enterica serovar Typhimurium
YP_007678074.1	19	YP_007678074.1	6wxq-assembly1_B	4.358E+00	52	0.537	47	25.500	6.954E-01	7.336E-01	1.348E-01	1.872E-01	2287	Saccharolobus solfataricus
YP_007678074.1	20	YP_007678074.1	5ffx-assembly2_D	4.358E+00	52	0.537	42	14.200	6.699E-01	7.639E-01	1.277E-01	2.672E-01	1280	Staphylococcus aureus
YP_009336785.1	1	YP_009336785.1	6mrl-assembly1_D	6.827E-14	355	1.000	387	19.600	5.316E-01	5.738E-01	3.952E-01	5.334E-01	165432	Cucumber leaf spot virus
YP_009336785.1	2	YP_009336785.1	4llf-assembly1_D	7.703E-15	410	1.000	353	20.600	5.891E-01	6.145E-01	3.880E-01	5.350E-01	12143	Cucumber necrosis virus
YP_009336785.1	3	YP_009336785.1	2tbv-assembly1_C	2.450E-12	332	1.000	378	18.500	5.645E-01	5.858E-01	3.806E-01	5.215E-01	12145	Tomato bushy stunt virus
YP_009336785.1	4	YP_009336785.1	2zah-assembly1_C	1.274E-14	433	1.000	286	23.400	6.033E-01	6.875E-01	3.802E-01	5.132E-01	11987	Melon necrotic spot virus
YP_009336785.1	5	YP_009336785.1	2vq0-assembly1_C	4.325E-13	487	1.000	208	21.600	7.184E-01	8.897E-01	3.705E-01	7.664E-01	12558	Sesbania mosaic virus
YP_009336785.1	6	YP_009336785.1	2izw-assembly1_C	3.065E-12	452	1.000	187	18.100	6.967E-01	8.871E-01	3.684E-01	7.748E-01	119910	Ryegrass mottle virus
YP_009336785.1	7	YP_009336785.1	4v99-assembly1_AM	4.837E-13	482	1.000	199	22.600	7.179E-01	8.762E-01	3.661E-01	7.415E-01	652599	Panicum mosaic virus strain Kansas 109S
YP_009336785.1	8	YP_009336785.1	1x35-assembly1_C	2.472E-13	499	1.000	206	22.300	7.269E-01	8.916E-01	3.642E-01	7.169E-01	12558	Sesbania mosaic virus
YP_009336785.1	9	YP_009336785.1	1x33-assembly1_C	8.539E-14	511	1.000	206	22.300	7.208E-01	8.883E-01	3.636E-01	7.148E-01	12558	Sesbania mosaic virus
YP_009336785.1	10	YP_009336785.1	2zzq-assembly1_A	3.156E-09	255	1.000	274	16.700	5.192E-01	6.177E-01	3.624E-01	3.420E-01	31769	Hepatitis E virus (strain Myanmar)
YP_009336785.1	11	YP_009336785.1	1smv-assembly1_C	1.580E-13	502	1.000	206	22.800	7.227E-01	8.849E-01	3.620E-01	7.211E-01	12558	Sesbania mosaic virus
YP_009336785.1	12	YP_009336785.1	4llf-assembly1_B	1.686E-14	386	1.000	333	21.600	5.603E-01	5.978E-01	3.590E-01	5.452E-01	12143	Cucumber necrosis virus
YP_009336785.1	13	YP_009336785.1	1c8n-assembly1_C	1.976E-13	500	1.000	199	20.600	7.313E-01	8.802E-01	3.588E-01	7.231E-01	12054	unidentified tobacco necrosis virus
YP_009336785.1	14	YP_009336785.1	4sbv-assembly1_C	9.466E-13	461	1.000	212	21.600	7.004E-01	8.570E-01	3.586E-01	7.108E-01	12139	Southern bean mosaic virus
YP_009336785.1	15	YP_009336785.1	2tbv-assembly1_A	1.001E-12	342	1.000	364	17.800	5.679E-01	5.826E-01	3.583E-01	5.554E-01	12145	Tomato bushy stunt virus
YP_009336785.1	16	YP_009336785.1	6mrm-assembly1_A	7.156E-13	338	1.000	341	17.000	5.425E-01	5.851E-01	3.562E-01	5.410E-01	12267	Red clover necrotic mosaic virus
YP_009336785.1	17	YP_009336785.1	2izw-assembly1_B	6.342E-12	439	1.000	178	18.500	6.860E-01	8.934E-01	3.538E-01	8.606E-01	119910	Ryegrass mottle virus
YP_009336785.1	18	YP_009336785.1	6mrm-assembly1_C	2.172E-11	297	1.000	333	17.100	5.308E-01	5.736E-01	3.525E-01	4.946E-01	12267	Red clover necrotic mosaic virus
YP_009336785.1	19	YP_009336785.1	1opo-assembly1_C	1.372E-16	450	1.000	326	18.000	5.783E-01	6.185E-01	3.513E-01	5.764E-01	11986	Carnation mottle virus
YP_009336785.1	20	YP_009336785.1	6mrl-assembly1_A	3.458E-13	388	1.000	263	24.700	5.872E-01	6.817E-01	3.507E-01	5.266E-01	165432	Cucumber leaf spot virus
NP_570774.1	1	NP_570774.1	6m5v-assembly1_A	1.741E-09	257	1.000	297	26.200	5.625E-01	5.710E-01	4.930E-01	2.948E-01	10299	Human alphaherpesvirus 1 strain 17
NP_570774.1	2	NP_570774.1	6m5r-assembly1_A	2.064E-09	247	1.000	297	27.200	5.350E-01	5.596E-01	4.834E-01	2.656E-01	10299	Human alphaherpesvirus 1 strain 17
NP_570774.1	3	NP_570774.1	4znj-assembly1_A	9.333E-03	103	1.000	123	15.400	4.517E-01	7.104E-01	2.276E-01	2.907E-01	466052	Oshimavirus P7426
NP_570774.1	4	NP_570774.1	4zni-assembly1_A	1.107E-02	99	0.999	123	13.800	4.503E-01	6.873E-01	2.182E-01	2.784E-01	466052	Oshimavirus P7426
NP_570774.1	5	NP_570774.1	6z6d-assembly1_A	3.074E-02	91	0.997	175	14.200	4.871E-01	6.567E-01	2.999E-01	2.148E-01	37554	Byrnievirus HK97
NP_570774.1	6	NP_570774.1	2o0k-assembly1_A	1.344E-01	81	0.986	100	17.000	4.913E-01	7.418E-01	2.377E-01	2.191E-01	10665	Tequatrovirus T4
NP_570774.1	7	NP_570774.1	3cpe-assembly1_A	3.334E-01	77	0.975	83	18.000	5.232E-01	8.008E-01	2.096E-01	1.265E-01	10665	Tequatrovirus T4
NP_570774.1	8	NP_570774.1	3ezk-assembly1_A	3.334E-01	75	0.967	91	17.500	5.165E-01	7.787E-01	2.253E-01	1.367E-01	10665	Tequatrovirus T4
NP_570774.1	9	NP_570774.1	5oee-assembly6_F	6.587E-01	58	0.720	80	10.000	4.477E-01	6.661E-01	1.975E-01	1.660E-01	702552	Deep-sea thermophilic phage D6E
NP_570774.1	10	NP_570774.1	4nb1-assembly1_B	7.379E-01	49	0.442	63	12.600	3.758E-01	5.880E-01	1.347E-01	3.100E-01	158879	Staphylococcus aureus subsp. aureus N315
NP_570774.1	11	NP_570774.1	5oe8-assembly2_B	1.302E+00	47	0.382	91	13.100	4.288E-01	5.932E-01	2.043E-01	1.692E-01	749413	Deep-sea thermophilic phage D6E
NP_570774.1	12	NP_570774.1	5vb0-assembly2_C	5.556E-01	47	0.382	68	13.200	3.473E-01	5.337E-01	1.404E-01	2.774E-01	562	Escherichia coli
NP_570774.1	13	NP_570774.1	4bij-assembly1_A	2.722E+00	46	0.353	104	12.500	4.640E-01	7.028E-01	2.419E-01	1.717E-01	10760	Escherichia phage T7
NP_570774.1	14	NP_570774.1	4bil-assembly1_A	2.722E+00	46	0.353	104	12.500	4.640E-01	7.028E-01	2.419E-01	1.711E-01	10760	Escherichia phage T7
NP_570774.1	15	NP_570774.1	4nb0-assembly1_B	8.266E-01	46	0.353	72	12.500	3.723E-01	5.531E-01	1.482E-01	3.344E-01	158879	Staphylococcus aureus subsp. aureus N315
NP_570774.1	16	NP_570774.1	3dms-assembly1_A	1.162E+00	45	0.326	115	11.300	3.981E-01	5.425E-01	2.244E-01	1.837E-01	28450	Burkholderia pseudomallei
NP_570774.1	17	NP_570774.1	1gro-assembly1_A-2	8.749E-01	45	0.326	124	10.400	3.763E-01	5.309E-01	2.230E-01	1.821E-01	562	Escherichia coli
NP_570774.1	18	NP_570774.1	3rhe-assembly1_A	1.378E+00	43	0.277	55	12.700	3.493E-01	6.099E-01	1.236E-01	3.113E-01	272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
NP_570774.1	19	NP_570774.1	1xqa-assembly1_A	3.952E-01	43	0.277	58	15.500	3.301E-01	4.275E-01	1.085E-01	2.435E-01	226900	Bacillus cereus ATCC 14579
NP_570774.1	20	NP_570774.1	4nb2-assembly1_B	1.162E+00	42	0.254	62	11.200	3.444E-01	5.568E-01	1.302E-01	2.966E-01	158879	Staphylococcus aureus subsp. aureus N315
YP_010839920.1	1	YP_010839920.1	8e12-assembly1_B	2.312E-01	61	0.795	203	10.300	5.024E-01	3.874E-01	2.674E-01	3.623E-01	32630	synthetic construct
YP_010839920.1	2	YP_010839920.1	8e12-assembly1_A	7.838E-01	50	0.473	202	10.800	4.942E-01	3.863E-01	2.705E-01	3.646E-01	32630	synthetic construct
YP_010839920.1	3	YP_010839920.1	3ge4-assembly1_C	7.349E+00	47	0.382	48	16.600	4.907E-01	8.858E-01	1.961E-01	2.838E-01	29459	Brucella melitensis
YP_010839920.1	4	YP_010839920.1	8e0m-assembly3_H	1.861E+00	41	0.233	203	12.300	4.661E-01	3.738E-01	2.560E-01	3.530E-01	32630	synthetic construct
YP_010839920.1	5	YP_010839920.1	8gaq-assembly1_I	6.395E-01	41	0.233	168	11.900	4.064E-01	2.889E-01	2.074E-01	2.859E-01	32630	synthetic construct
YP_010839920.1	6	YP_010839920.1	8e0m-assembly4_J	2.942E+00	39	0.196	198	13.100	4.807E-01	4.019E-01	2.690E-01	3.556E-01	32630	synthetic construct
YP_010839920.1	7	YP_010839920.1	6xr2-assembly1_C	2.942E+00	39	0.196	142	14.700	4.304E-01	4.546E-01	2.540E-01	3.329E-01	32630	synthetic construct
YP_010839920.1	8	YP_010839920.1	2cf7-assembly1_I	9.007E+00	37	0.164	62	12.900	4.416E-01	7.047E-01	1.801E-01	2.672E-01	1307	Streptococcus suis
YP_010839920.1	9	YP_010839920.1	8e12-assembly1_C	2.525E+00	35	0.138	205	13.600	4.393E-01	3.363E-01	2.360E-01	3.281E-01	32630	synthetic construct
YP_010839920.1	10	YP_010839920.1	8xjg-assembly1_A	2.060E+00	35	0.138	155	14.800	3.737E-01	3.576E-01	2.157E-01	3.019E-01	670	Vibrio parahaemolyticus
YP_010839920.1	11	YP_010839920.1	6e9t-assembly1_B	4.200E+00	34	0.126	172	11.600	4.662E-01	3.735E-01	2.611E-01	2.694E-01	32630	synthetic construct
YP_010839920.1	12	YP_010839920.1	8e0n-assembly1_A	2.400E+00	34	0.126	188	17.000	3.908E-01	3.445E-01	2.107E-01	2.798E-01	32630	synthetic construct
YP_010839920.1	13	YP_010839920.1	2v5d-assembly1_A	5.416E+00	34	0.126	101	12.800	4.367E-01	4.422E-01	1.915E-01	7.935E-02	1502	Clostridium perfringens
YP_010839920.1	14	YP_010839920.1	8e0m-assembly1_A	5.416E+00	33	0.116	203	13.300	4.636E-01	3.951E-01	2.819E-01	3.819E-01	32630	synthetic construct
YP_010839920.1	15	YP_010839920.1	8e0o-assembly1_B	3.991E+00	33	0.116	203	14.700	4.480E-01	3.503E-01	2.758E-01	3.119E-01	32630	synthetic construct
YP_010839920.1	16	YP_010839920.1	8e0m-assembly4_K	3.605E+00	33	0.116	206	11.100	4.351E-01	3.487E-01	2.589E-01	3.380E-01	32630	synthetic construct
YP_010839920.1	17	YP_010839920.1	8e0m-assembly2_D	3.257E+00	32	0.106	190	14.200	4.104E-01	3.414E-01	2.498E-01	3.330E-01	32630	synthetic construct
YP_010839920.1	18	YP_010839920.1	8e0m-assembly1_B	2.281E+00	32	0.106	217	16.100	4.061E-01	2.834E-01	2.097E-01	2.805E-01	32630	synthetic construct
YP_010839920.1	19	YP_010839920.1	8amz-assembly1_P	3.793E+00	32	0.106	149	10.000	4.531E-01	3.171E-01	1.961E-01	1.267E-01	3562	Spinacia oleracea
YP_010839920.1	20	YP_010839920.1	6ypi-assembly1_A	6.638E+00	32	0.106	95	11.500	4.404E-01	4.504E-01	1.612E-01	4.300E-01	32630	synthetic construct
YP_009512927.1	1	YP_009512927.1	3wfo-assembly3_C	6.505E+00	32	0.106	89	6.700	4.512E-01	5.007E-01	2.247E-01	1.366E-01	224324	Aquifex aeolicus VF5
YP_009512927.1	2	YP_009512927.1	8foh-assembly1_B	9.084E+00	28	0.076	94	10.600	4.363E-01	4.752E-01	2.143E-01	1.318E-01	4932	Saccharomyces cerevisiae
YP_009512927.1	3	YP_009512927.1	7vkv-assembly1_X	5.505E+00	28	0.076	89	11.200	4.107E-01	3.990E-01	1.818E-01	3.479E-01	266834	Sinorhizobium meliloti 1021
YP_009512927.1	4	YP_009512927.1	8to2-assembly1_D	2.823E+00	27	0.069	158	14.500	3.669E-01	3.023E-01	2.111E-01	2.618E-01	1148	Synechocystis sp. PCC 6803
YP_009512927.1	5	YP_009512927.1	8wql-assembly1_XF	4.659E+00	26	0.063	154	11.600	3.798E-01	3.423E-01	2.288E-01	3.001E-01	153964	Arthrospira sp. FACHB-439
YP_009512927.1	6	YP_009512927.1	7sc7-assembly1_BU	2.526E+00	26	0.063	159	10.000	3.778E-01	2.578E-01	1.912E-01	2.264E-01	1111708	Synechocystis sp. PCC 6803 substr. Kazusa
YP_009512927.1	7	YP_009512927.1	4mu5-assembly1_A	6.877E+00	25	0.057	127	15.700	3.634E-01	4.060E-01	2.368E-01	3.288E-01	10090	Mus musculus
YP_009512927.1	8	YP_009512927.1	7vea-assembly1_aE	3.729E+00	25	0.057	159	14.400	3.577E-01	3.019E-01	2.137E-01	2.752E-01	197221	Thermosynechococcus vestitus BP-1
YP_009512927.1	9	YP_009512927.1	7eyd-assembly1_A8	6.153E+00	23	0.045	157	14.600	3.764E-01	3.054E-01	2.154E-01	2.835E-01	103690	Nostoc sp. PCC 7120 = FACHB-418
YP_009512927.1	10	YP_009512927.1	4rvq-assembly1_A	7.271E+00	23	0.045	87	5.700	3.689E-01	3.456E-01	1.627E-01	2.562E-01	209285	Thermochaetoides thermophila
YP_009512927.1	11	YP_009512927.1	7thv-assembly1_E	7.271E+00	22	0.040	195	10.700	3.661E-01	3.268E-01	2.253E-01	1.679E-01	4932	Saccharomyces cerevisiae
YP_009512927.1	12	YP_009512927.1	8imi-assembly1_B	8.127E+00	22	0.040	155	10.300	3.876E-01	3.073E-01	2.112E-01	2.652E-01	2857077	Anthocerotibacter panamensis
YP_009512927.1	13	YP_009512927.1	5oql-assembly1_U	3.527E+00	21	0.034	229	10.400	3.296E-01	2.213E-01	1.602E-01	1.068E-01	759272	Thermochaetoides thermophila DSM 1495
YP_009512927.1	14	YP_009512927.1	1swx-assembly1_A	3.156E+00	21	0.034	137	6.500	3.448E-01	2.137E-01	1.298E-01	1.453E-01	9606	Homo sapiens
YP_009512927.1	15	YP_009512927.1	5y6p-assembly1_I1	7.271E+00	20	0.029	230	10.800	3.498E-01	2.887E-01	2.169E-01	2.832E-01	35689	Griffithsia pacifica
YP_009512927.1	16	YP_009512927.1	3sjr-assembly1_B	7.687E+00	20	0.029	145	13.100	3.577E-01	2.660E-01	1.592E-01	2.624E-01	536	Chromobacterium violaceum
YP_009512927.1	17	YP_009512927.1	7xyw-assembly1_A	5.505E+00	20	0.029	131	15.200	3.204E-01	2.507E-01	1.204E-01	1.191E-01	9606	Homo sapiens
YP_009512927.1	18	YP_009512927.1	8imj-assembly1_C	7.271E+00	19	0.024	201	10.400	3.494E-01	2.590E-01	1.944E-01	2.509E-01	2857077	Anthocerotibacter panamensis
YP_009512927.1	19	YP_009512927.1	3tul-assembly5_A	2.985E+00	19	0.024	154	14.200	3.018E-01	1.915E-01	1.362E-01	1.863E-01	90371	Salmonella enterica subsp. enterica serovar Typhimurium
YP_009512927.1	20	YP_009512927.1	2mqw-assembly1_A	6.505E+00	19	0.024	93	12.900	3.446E-01	2.466E-01	1.338E-01	1.707E-01	559292	Saccharomyces cerevisiae S288C
YP_010681710.1	1	YP_010681710.1	4gp6-assembly1_B-2	3.961E-08	351	1.000	166	27.700	6.557E-01	8.367E-01	4.046E-01	7.769E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681710.1	2	YP_010681710.1	4mde-assembly1_A	2.322E-07	324	1.000	165	26.600	6.515E-01	8.408E-01	4.037E-01	7.719E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681710.1	3	YP_010681710.1	4gp7-assembly1_B-2	6.040E-07	304	1.000	164	28.000	6.359E-01	8.339E-01	3.983E-01	7.612E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681710.1	4	YP_010681710.1	4jst-assembly1_B	1.743E-07	322	1.000	164	28.000	6.365E-01	8.313E-01	3.975E-01	7.591E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681710.1	5	YP_010681710.1	3wfp-assembly9_B	6.132E-03	120	1.000	262	14.500	4.964E-01	5.784E-01	3.859E-01	2.991E-01	224324	Aquifex aeolicus VF5
YP_010681710.1	6	YP_010681710.1	3wfr-assembly2_F	1.769E-03	130	1.000	266	13.500	4.879E-01	5.559E-01	3.788E-01	3.000E-01	32630	synthetic construct
YP_010681710.1	7	YP_010681710.1	1grq-assembly1_A	3.955E-02	118	1.000	179	13.400	5.495E-01	7.403E-01	3.745E-01	6.699E-01	54571	Streptomyces venezuelae
YP_010681710.1	8	YP_010681710.1	3adb-assembly1_B	1.287E-05	174	1.000	267	20.500	4.666E-01	5.198E-01	3.685E-01	4.931E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010681710.1	9	YP_010681710.1	1gvn-assembly1_D	7.077E-03	118	1.000	252	16.600	4.786E-01	5.925E-01	3.670E-01	4.523E-01	1314	Streptococcus pyogenes
YP_010681710.1	10	YP_010681710.1	4xrp-assembly1_D	6.802E-04	194	1.000	147	21.000	6.161E-01	8.373E-01	3.660E-01	3.994E-01	553178	Capnocytophaga gingivalis ATCC 33624
YP_010681710.1	11	YP_010681710.1	3zvm-assembly1_B	1.115E-05	263	1.000	163	17.700	6.416E-01	8.494E-01	3.657E-01	3.310E-01	10090	Mus musculus
YP_010681710.1	12	YP_010681710.1	2rhm-assembly1_A	8.639E-04	164	1.000	168	16.000	5.249E-01	7.258E-01	3.603E-01	6.308E-01	324602	Chloroflexus aurantiacus J-10-fl
YP_010681710.1	13	YP_010681710.1	3zvn-assembly1_A	4.679E-05	234	1.000	166	18.000	6.238E-01	8.223E-01	3.584E-01	3.261E-01	10090	Mus musculus
YP_010681710.1	14	YP_010681710.1	3a4n-assembly1_B	4.641E-04	148	1.000	212	25.400	4.669E-01	6.090E-01	3.578E-01	4.960E-01	2190	Methanocaldococcus jannaschii
YP_010681710.1	15	YP_010681710.1	2rhm-assembly2_D	9.061E-04	160	1.000	177	15.800	5.195E-01	7.062E-01	3.577E-01	6.117E-01	324602	Chloroflexus aurantiacus J-10-fl
YP_010681710.1	16	YP_010681710.1	3a4l-assembly1_A	2.636E-05	174	1.000	231	21.200	4.618E-01	5.746E-01	3.571E-01	4.967E-01	2190	Methanocaldococcus jannaschii
YP_010681710.1	17	YP_010681710.1	3adb-assembly1_A	2.076E-05	164	1.000	268	22.300	4.540E-01	5.010E-01	3.571E-01	4.713E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010681710.1	18	YP_010681710.1	5htk-assembly1_B	2.357E-03	149	1.000	189	15.800	5.182E-01	7.144E-01	3.563E-01	2.953E-01	9606	Homo sapiens
YP_010681710.1	19	YP_010681710.1	3wfp-assembly9_A	2.357E-03	134	1.000	234	17.000	4.876E-01	6.136E-01	3.563E-01	2.750E-01	224324	Aquifex aeolicus VF5
YP_010681710.1	20	YP_010681710.1	3adc-assembly1_A	2.743E-04	134	1.000	272	22.700	4.368E-01	4.950E-01	3.551E-01	4.768E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010658685.1	1	YP_010658685.1	8dgc-assembly1_H	5.071E-17	390	1.000	556	14.300	5.199E-01	5.262E-01	4.679E-01	4.671E-01	2744002	Escherichia phage PhiV-1
YP_010658685.1	2	YP_010658685.1	6z6d-assembly1_A	1.194E-11	250	1.000	512	12.800	4.470E-01	4.927E-01	4.181E-01	4.576E-01	37554	Byrnievirus HK97
YP_010658685.1	3	YP_010658685.1	4bij-assembly1_A	1.625E-09	185	1.000	500	12.000	4.445E-01	3.857E-01	3.211E-01	3.571E-01	10760	Escherichia phage T7
YP_010658685.1	4	YP_010658685.1	4iee-assembly1_A	1.595E-11	219	1.000	489	8.900	4.466E-01	3.868E-01	3.192E-01	3.685E-01	10761	Lederbergvirus Sf6
YP_010658685.1	5	YP_010658685.1	4ife-assembly1_A	3.191E-11	214	1.000	479	9.100	4.431E-01	3.904E-01	3.188E-01	3.807E-01	10761	Lederbergvirus Sf6
YP_010658685.1	6	YP_010658685.1	4bil-assembly1_A	8.606E-10	186	1.000	497	12.200	4.308E-01	3.816E-01	3.182E-01	3.528E-01	10760	Escherichia phage T7
YP_010658685.1	7	YP_010658685.1	4iei-assembly1_A	7.895E-13	240	1.000	486	9.600	4.433E-01	3.873E-01	3.174E-01	3.694E-01	10761	Lederbergvirus Sf6
YP_010658685.1	8	YP_010658685.1	3cpe-assembly1_A	8.130E-16	302	1.000	485	14.000	4.813E-01	3.897E-01	3.113E-01	3.034E-01	10665	Tequatrovirus T4
YP_010658685.1	9	YP_010658685.1	6m5v-assembly1_A	8.862E-13	224	1.000	528	15.100	4.144E-01	3.640E-01	3.087E-01	2.867E-01	10299	Human alphaherpesvirus 1 strain 17
YP_010658685.1	10	YP_010658685.1	6m5r-assembly1_A	7.311E-15	243	1.000	537	15.000	4.022E-01	3.383E-01	3.027E-01	2.584E-01	10299	Human alphaherpesvirus 1 strain 17
YP_010658685.1	11	YP_010658685.1	3n4p-assembly1_B	5.313E-06	177	1.000	224	13.800	4.811E-01	6.915E-01	2.811E-01	5.936E-01	10363	Human herpesvirus 5 strain Towne
YP_010658685.1	12	YP_010658685.1	6m5t-assembly1_A	3.980E-06	189	1.000	221	16.700	4.997E-01	7.330E-01	2.797E-01	5.611E-01	10299	Human alphaherpesvirus 1 strain 17
YP_010658685.1	13	YP_010658685.1	4iox-assembly1_A	4.425E-07	196	1.000	228	18.800	4.651E-01	6.735E-01	2.794E-01	5.914E-01	10298	Human alphaherpesvirus 1
YP_010658685.1	14	YP_010658685.1	3n4q-assembly1_B	2.681E-05	159	1.000	224	14.200	4.834E-01	6.746E-01	2.729E-01	5.921E-01	10363	Human herpesvirus 5 strain Towne
YP_010658685.1	15	YP_010658685.1	6ey7-assembly2_B	2.506E-06	187	1.000	224	14.700	4.981E-01	6.815E-01	2.725E-01	5.796E-01	10360	Human herpesvirus 5 strain AD169
YP_010658685.1	16	YP_010658685.1	6ey7-assembly1_A	1.063E-05	169	1.000	224	14.700	4.929E-01	6.669E-01	2.639E-01	5.675E-01	10360	Human herpesvirus 5 strain AD169
YP_010658685.1	17	YP_010658685.1	3c6a-assembly1_A	3.792E-05	167	1.000	203	10.800	5.290E-01	7.039E-01	2.621E-01	6.470E-01	50948	Escherichia phage RB49
YP_010658685.1	18	YP_010658685.1	6ey7-assembly3_C	1.193E-05	165	1.000	223	14.300	4.858E-01	6.517E-01	2.596E-01	5.635E-01	10360	Human herpesvirus 5 strain AD169
YP_010658685.1	19	YP_010658685.1	4iox-assembly3_C	8.437E-06	161	1.000	232	16.300	4.688E-01	6.218E-01	2.564E-01	5.549E-01	10298	Human alphaherpesvirus 1
