protein_accession	length	esmfold_status	pdb_path
YP_010012971.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010012971.1.pdb
YP_009854981.1	403	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009854981.1.pdb
YP_009284916.1	174	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009284916.1.pdb
YP_009324603.1	533	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009324603.1.pdb
YP_009608623.1	491	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009608623.1.pdb
YP_010653647.1	110	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653647.1.pdb
YP_009321521.1	432	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009321521.1.pdb
YP_010747192.1	423	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747192.1.pdb
YP_010681492.1	568	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681492.1.pdb
YP_009902858.1	436	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009902858.1.pdb
YP_009638097.1	477	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009638097.1.pdb
YP_009620082.1	493	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009620082.1.pdb
YP_010085894.1	516	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010085894.1.pdb
YP_010746910.1	491	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746910.1.pdb
YP_010087462.1	530	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010087462.1.pdb
YP_002922840.1	533	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002922840.1.pdb
YP_009791627.1	436	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009791627.1.pdb
YP_010748458.1	423	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748458.1.pdb
YP_009226879.1	568	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009226879.1.pdb
YP_009336938.1	480	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336938.1.pdb
YP_009798939.1	222	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009798939.1.pdb
YP_009886859.1	390	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886859.1.pdb
YP_009666949.1	2238	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666949.1.pdb
YP_009882314.1	327	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009882314.1.pdb
YP_010747422.1	1032	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747422.1.pdb
YP_010657841.1	401	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010657841.1.pdb
YP_009796139.1	998	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796139.1.pdb
YP_002898979.1	876	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002898979.1.pdb
YP_009856344.1	377	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009856344.1.pdb
YP_010840733.1	2242	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840733.1.pdb
YP_009329890.1	1001	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009329890.1.pdb
YP_009333214.1	755	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333214.1.pdb
YP_010676192.1	184	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010676192.1.pdb
NP_042788.1	80	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_042788.1.pdb
YP_010658247.1	400	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010658247.1.pdb
NP_045945.1	276	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_045945.1.pdb
YP_010659951.1	126	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010659951.1.pdb
YP_009845821.1	146	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009845821.1.pdb
YP_009821026.1	783	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009821026.1.pdb
YP_009703677.1	147	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009703677.1.pdb
YP_010742760.1	139	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010742760.1.pdb
YP_453672.1	658	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_453672.1.pdb
YP_009607680.1	619	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009607680.1.pdb
YP_009336808.1	525	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336808.1.pdb
YP_010784554.1	1941	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010784554.1.pdb
YP_009552476.1	1047	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009552476.1.pdb
YP_009600297.1	184	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009600297.1.pdb
YP_009337772.1	499	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337772.1.pdb
YP_010840716.1	2251	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840716.1.pdb
YP_009819254.1	813	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009819254.1.pdb
YP_010797560.1	2009	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010797560.1.pdb
YP_009836774.1	901	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009836774.1.pdb
YP_009796766.1	621	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796766.1.pdb
YP_009337885.1	554	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337885.1.pdb
YP_009336869.1	369	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336869.1.pdb
YP_010088905.1	713	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010088905.1.pdb
YP_009153054.1	633	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009153054.1.pdb
YP_009147861.1	811	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009147861.1.pdb
YP_009330258.1	1209	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009330258.1.pdb
YP_009598330.1	3612	missing_or_failed	
YP_010658618.1	261	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010658618.1.pdb
YP_009841947.1	222	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009841947.1.pdb
YP_009507855.1	2423	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009507855.1.pdb
YP_010112128.1	191	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010112128.1.pdb
YP_009617276.1	604	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009617276.1.pdb
YP_009845819.1	225	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009845819.1.pdb
YP_009927177.1	1242	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009927177.1.pdb
YP_009886122.1	502	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886122.1.pdb
YP_009703361.1	1450	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009703361.1.pdb
YP_009333274.1	909	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333274.1.pdb
YP_009337409.1	1808	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337409.1.pdb
YP_009333514.1	810	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333514.1.pdb
YP_009337363.1	922	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337363.1.pdb
YP_009342327.1	1830	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009342327.1.pdb
YP_009336770.1	2891	missing_or_failed	
YP_009336951.1	1012	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336951.1.pdb
YP_009179221.1	5114	missing_or_failed	
YP_009336918.1	2761	missing_or_failed	
YP_009336521.1	1588	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336521.1.pdb
YP_009243645.1	2166	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009243645.1.pdb
YP_009333492.1	2518	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333492.1.pdb
YP_009333494.1	2535	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333494.1.pdb
YP_009342321.1	2976	missing_or_failed	
YP_009329854.1	2004	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009329854.1.pdb
YP_009337350.1	2821	missing_or_failed	
YP_009333601.1	836	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333601.1.pdb
YP_009337720.1	1855	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337720.1.pdb
YP_009337672.1	3565	missing_or_failed	
YP_009342257.1	1348	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009342257.1.pdb
YP_009333197.1	2047	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333197.1.pdb
YP_009333423.1	1659	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333423.1.pdb
YP_009333143.1	2645	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333143.1.pdb
YP_009408586.1	2650	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009408586.1.pdb
YP_009337195.1	1792	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337195.1.pdb
YP_009336529.1	3001	missing_or_failed	
YP_009345033.1	753	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009345033.1.pdb
YP_009333535.1	1522	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333535.1.pdb
YP_009345029.1	1608	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009345029.1.pdb
YP_009337271.1	2943	missing_or_failed	
YP_009179226.1	5809	missing_or_failed	
YP_009336738.1	715	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336738.1.pdb
YP_010084736.1	2324	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084736.1.pdb
YP_009336699.1	784	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336699.1.pdb
YP_009329976.1	1626	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009329976.1.pdb
YP_009333501.1	4210	missing_or_failed	
YP_010084727.1	2310	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084727.1.pdb
YP_009337710.1	3092	missing_or_failed	
YP_009337405.1	3100	missing_or_failed	
YP_009333538.1	3287	missing_or_failed	
YP_009333546.1	2574	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333546.1.pdb
YP_009333563.1	2705	missing_or_failed	
YP_009337683.1	886	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337683.1.pdb
YP_009336830.1	3146	missing_or_failed	
YP_009337644.1	3230	missing_or_failed	
NP_653145.1	2322	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_653145.1.pdb
YP_009336810.1	2661	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336810.1.pdb
YP_009336855.1	1959	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336855.1.pdb
YP_009337400.1	1799	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337400.1.pdb
YP_009336662.1	757	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336662.1.pdb
YP_009796904.1	133	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796904.1.pdb
YP_009666197.1	133	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666197.1.pdb
YP_010087211.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010087211.1.pdb
YP_009887117.1	98	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009887117.1.pdb
YP_009844421.1	96	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009844421.1.pdb
YP_009322375.1	250	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009322375.1.pdb
YP_010680383.1	277	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010680383.1.pdb
YP_010065017.1	126	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010065017.1.pdb
YP_008531959.1	117	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008531959.1.pdb
YP_007001447.1	237	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007001447.1.pdb
YP_009213153.1	410	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009213153.1.pdb
YP_009032194.1	65	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009032194.1.pdb
YP_009807014.1	87	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009807014.1.pdb
YP_009807423.1	133	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009807423.1.pdb
YP_009902886.1	133	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009902886.1.pdb
YP_010357021.1	181	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010357021.1.pdb
YP_009818757.1	133	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009818757.1.pdb
YP_009508295.1	131	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009508295.1.pdb
YP_010681121.1	278	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681121.1.pdb
YP_010112388.1	79	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010112388.1.pdb
YP_009112875.1	135	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009112875.1.pdb
YP_224054.2	70	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_224054.2.pdb
YP_010680683.1	278	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010680683.1.pdb
YP_009284896.1	70	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009284896.1.pdb
YP_009190534.1	261	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009190534.1.pdb
YP_009882178.1	88	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009882178.1.pdb
YP_001110765.1	131	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001110765.1.pdb
YP_006906849.1	237	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006906849.1.pdb
YP_009889865.1	99	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009889865.1.pdb
YP_009100095.1	109	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009100095.1.pdb
YP_008410946.1	84	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008410946.1.pdb
YP_009887005.1	99	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009887005.1.pdb
YP_009796248.1	117	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796248.1.pdb
YP_010747032.1	72	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747032.1.pdb
YP_009903015.1	70	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903015.1.pdb
YP_010681643.1	138	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681643.1.pdb
YP_010749669.1	171	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749669.1.pdb
YP_009204988.1	99	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009204988.1.pdb
YP_009214226.1	127	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009214226.1.pdb
YP_009882179.1	98	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009882179.1.pdb
YP_009497863.1	96	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009497863.1.pdb
YP_010839275.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839275.1.pdb
YP_009196681.1	133	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009196681.1.pdb
YP_009850288.1	128	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009850288.1.pdb
YP_009214229.1	73	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009214229.1.pdb
YP_009321992.1	113	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009321992.1.pdb
YP_010087827.1	141	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010087827.1.pdb
YP_004010375.1	98	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004010375.1.pdb
YP_010653536.1	319	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653536.1.pdb
YP_009903062.1	133	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903062.1.pdb
YP_009322362.1	231	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009322362.1.pdb
YP_009222481.1	179	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009222481.1.pdb
YP_009807427.1	243	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009807427.1.pdb
YP_010052654.1	344	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010052654.1.pdb
YP_009321804.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009321804.1.pdb
YP_009168865.1	230	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009168865.1.pdb
YP_011807639.1	243	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_011807639.1.pdb
YP_010109716.1	404	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010109716.1.pdb
YP_009903509.1	230	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903509.1.pdb
YP_009808754.1	230	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009808754.1.pdb
YP_009903006.1	230	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903006.1.pdb
YP_009187319.1	208	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009187319.1.pdb
YP_009226020.1	243	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009226020.1.pdb
YP_008433501.1	258	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008433501.1.pdb
YP_010115753.1	230	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010115753.1.pdb
YP_009907908.1	50	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009907908.1.pdb
YP_010748026.1	227	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748026.1.pdb
NP_050531.1	175	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_050531.1.pdb
YP_001648926.1	175	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001648926.1.pdb
YP_011879410.1	230	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_011879410.1.pdb
YP_009180929.1	50	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009180929.1.pdb
YP_009362821.1	160	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009362821.1.pdb
YP_009597363.1	309	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009597363.1.pdb
YP_009854742.1	280	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009854742.1.pdb
YP_009903089.1	242	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903089.1.pdb
YP_010096665.1	318	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010096665.1.pdb
YP_009284700.1	229	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009284700.1.pdb
YP_009902591.1	243	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009902591.1.pdb
YP_009903555.1	243	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903555.1.pdb
YP_009902505.1	233	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009902505.1.pdb
YP_009597364.1	265	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009597364.1.pdb
YP_007002859.1	131	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007002859.1.pdb
YP_009791594.1	230	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009791594.1.pdb
YP_011879395.1	243	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_011879395.1.pdb
YP_009908140.1	175	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009908140.1.pdb
YP_010747605.1	242	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747605.1.pdb
YP_010098243.1	404	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010098243.1.pdb
YP_009902606.1	230	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009902606.1.pdb
YP_009902682.1	242	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009902682.1.pdb
YP_012054232.1	274	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_012054232.1.pdb
YP_009304735.1	227	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009304735.1.pdb
YP_009854183.1	283	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009854183.1.pdb
YP_009223992.1	252	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009223992.1.pdb
YP_007001426.1	208	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007001426.1.pdb
YP_009855174.1	208	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009855174.1.pdb
YP_009620114.1	309	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009620114.1.pdb
YP_009497879.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009497879.1.pdb
YP_009791579.1	242	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009791579.1.pdb
YP_009624453.1	227	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009624453.1.pdb
YP_009215287.1	250	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009215287.1.pdb
YP_001648938.1	177	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001648938.1.pdb
YP_009808746.1	71	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009808746.1.pdb
YP_010653518.1	81	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653518.1.pdb
YP_010061889.1	139	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010061889.1.pdb
YP_010655643.1	306	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010655643.1.pdb
YP_009275114.1	259	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009275114.1.pdb
YP_010078656.1	178	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010078656.1.pdb
YP_009791819.1	1254	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009791819.1.pdb
YP_009152763.1	157	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009152763.1.pdb
YP_009622920.1	155	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009622920.1.pdb
YP_010103052.1	346	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010103052.1.pdb
YP_010655522.1	101	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010655522.1.pdb
YP_009903268.1	141	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903268.1.pdb
YP_009796972.1	71	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796972.1.pdb
YP_010660737.1	83	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010660737.1.pdb
YP_010060053.1	321	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010060053.1.pdb
YP_009638094.1	305	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009638094.1.pdb
YP_010745774.1	44	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010745774.1.pdb
YP_009168829.1	90	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009168829.1.pdb
YP_009280187.1	47	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009280187.1.pdb
YP_009821335.1	205	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009821335.1.pdb
YP_009624446.1	160	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009624446.1.pdb
YP_009150313.1	179	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009150313.1.pdb
NP_050546.1	155	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_050546.1.pdb
YP_010102099.1	346	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102099.1.pdb
YP_009635687.1	321	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009635687.1.pdb
YP_009205494.1	389	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009205494.1.pdb
YP_010742980.1	173	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010742980.1.pdb
