protein_accession	predicted_label	top_probability_calibrated	context_gain	high_context_gain	nearest_homolog_identity	nearest_homolog_bits	identity_bin	context_gain_bin	low_sequence_identity	low_sequence_high_context	module_supported	hypothetical_or_unknown	family	host_group	family_holdout_split
YP_007675796.1	lysis	0.990038394928	0.00712567567825	0			no_hit	0-0.05	1	0	1	1	Rhodovirinae	Bacteria	test
YP_009622923.1	nuclease	0.990033566952	-0.000707507133484	0	69.3	459.0	50-70	<0	0	0	1	0	Vicosavirus	Bacteria	test
YP_009337050.1	capsid_head	0.990026712418	0.0324569344521	0	27	183.0	20-30	0-0.05	1	0	1	1	Riboviria	root	test
YP_010740143.1	helicase	0.990023672581	0.000459253787994	0	65.5	1000.0	50-70	0-0.05	0	0	1	0	Heleneionescovirinae	Bacteria	test
YP_009617271.1	tail_assembly	0.990023434162	0.0052855014801	0	97.9	318.0	90-100	0-0.05	0	0	1	0	Microwolfvirus	Bacteria	test
YP_010680610.1	tail_assembly	0.990022718906	0.00319892168045	0	75.3	418.0	70-90	0-0.05	0	0	1	0	Joanripponvirinae	Bacteria	test
YP_009600425.1	tail_assembly	0.990022480488	-0.0011134147644	0	38.6	122.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_010052586.1	portal_terminase_packaging	0.990022480488	0.0105496644974	0	51.8	161.0	50-70	0-0.05	0	0	1	1	Kantovirinae	Bacteria	test
YP_010771886.1	methyltransferase	0.990022003651	-8.44597816467e-05	0	57.7	205.0	50-70	<0	0	0	1	0	Rudiviridae	Archaea	test
YP_009507880.1	nucleocapsid	0.990020036697	0.172355413437	0	99.1	474.0	90-100	0.10-0.20	0	0	1	0	Peribunyaviridae	Metazoa	test
YP_010680247.1	helicase	0.990017354488	0.000566840171814	0	70.3	762.0	70-90	0-0.05	0	0	1	0	Joanripponvirinae	Bacteria	test
YP_010746414.1	nuclease	0.99001544714	-0.000192582607269	0	61.6	208.0	50-70	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010104327.1	tail_assembly	0.990014433861	-8.60691070557e-05	0	80.8	208.0	70-90	<0	0	0	1	0	Luchadorvirus	Bacteria	test
YP_009147559.1	tail_assembly	0.990010917187	2.98023223877e-06	0	56.2	354.0	50-70	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009815759.1	portal_terminase_packaging	0.990006446838	-0.00210708379745	0	95.1	198.0	90-100	<0	0	0	1	0	Coralvirus	Bacteria	test
YP_009337883.1	polymerase	0.99000531435	0.00177383422852	0	46.6	729.0	30-50	0-0.05	0	0	1	0	Riboviria	root	test
YP_010749240.1	nuclease	0.99000364542	-0.00202506780624	0	61.4	511.0	50-70	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009333505.1	polyprotein	0.990003347397	0.00742524862289	0	37.6	459.0	30-50	0-0.05	0	0	1	1	Riboviria	root	test
YP_010080432.1	tail_assembly	0.990001440048	0.000494360923767	0	36.1	93.0	30-50	0-0.05	0	0	1	1	Agmunavirus	Bacteria	test
YP_010112311.1	tail_assembly	0.990000069141	-0.00302374362946	0	30.7	93.0	30-50	<0	0	0	1	1	Loutivirinae	root	test
YP_009875546.1	lysis	0.989999115467	0.00142937898636	0	35.6	96.0	30-50	0-0.05	0	0	1	0	Rhodovirinae	Bacteria	test
YP_010112552.1	nuclease	0.989995002747	-0.00100159645081	0	30.5	92.0	30-50	<0	0	0	1	0	Loutivirinae	root	test
YP_009177310.1	tail_fiber_receptor	0.989994108677	-0.0016810297966	0	31.1	200.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009621693.1	tail_assembly	0.989993393421	-0.00127404928207	0	40.2	124.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009798789.1	nuclease	0.989989757538	0.000506341457367	0	53.4	265.0	50-70	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009789685.1	nuclease	0.989985466003	0.00249433517456	0	79.3	546.0	70-90	0-0.05	0	0	1	0	Yoloswagvirus	Bacteria	test
YP_009017239.1	tail_assembly	0.989985346794	0.0582857728004	0	33.4	126.0	30-50	0.05-0.10	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010088894.1	lysis	0.989983439445	-0.00152236223221	0			no_hit	<0	1	0	1	0	Fredfastierviridae	Bacteria	test
YP_009903544.1	helicase	0.989982187748	0.00204342603683	0	65.8	704.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_010060645.1	tail_assembly	0.989981949329	0.00061970949173	0	73.8	188.0	70-90	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010680367.1	protease	0.989981710911	0.0030569434166	0	63.3	552.0	50-70	0-0.05	0	0	1	0	Joanripponvirinae	Bacteria	test
YP_009818819.1	helicase	0.989981591702	0.00204318761826	0	65.8	704.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009820085.1	helicase	0.989981472492	0.00204306840897	0	65.8	704.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009197858.1	helicase	0.989980995655	0.00204294919968	0	65.8	704.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009903266.1	helicase	0.989976465702	0.00204104185104	0	65.8	704.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_010840622.1	nucleocapsid	0.989975869656	0.577805578709	1			no_hit	>=0.50	1	1	1	0	Peribunyaviridae	Metazoa	test
YP_009337270.1	capsid_head	0.989971399307	0.719755232334	1			no_hit	>=0.50	1	1	1	1	Riboviria	root	test
YP_009886270.1	lysis	0.989968180656	-0.000831305980682	0	56	266.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009199929.1	tail_assembly	0.989968061447	0.00152552127838	0	34.8	145.0	30-50	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009337731.1	polymerase	0.989967823029	0.00776124000549	0	74.3	608.0	70-90	0-0.05	0	0	1	1	Riboviria	root	test
YP_009796159.1	tail_assembly	0.98996502161	0.0160295367241	0	60.4	571.0	50-70	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009288301.1	nuclease	0.989963591099	-0.000243604183197	0	52.6	151.0	50-70	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009336738.1	polyprotein	0.989963114262	0.0709862112999	0	34.4	396.0	30-50	0.05-0.10	0	0	1	1	Riboviria	root	test
YP_009330100.1	nucleocapsid	0.989961266518	0.00312924385071	0			no_hit	0-0.05	1	0	0	1	Riboviria	root	test
YP_006383691.1	capsid_head	0.989961147308	0.0057669878006	0			no_hit	0-0.05	1	0	1	0	Polyomaviridae	Metazoa	test
YP_009336792.1	capsid_head	0.989955425262	0.00378310680389	0			no_hit	0-0.05	1	0	0	1	Riboviria	root	test
YP_010062031.1	protease	0.989954948425	0.00076961517334	0	66.2	226.0	50-70	0-0.05	0	0	1	0	Timshelvirus	Bacteria	test
YP_009615931.1	integrase_recombinase	0.989954948425	0.00318002700806	0	96.9	727.0	90-100	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009168165.1	tail_assembly	0.989949822426	0.00835937261581	0	93	255.0	90-100	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_224060.1	nuclease	0.989947259426	-0.00227272510529	0	61.3	512.0	50-70	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_007001477.1	tail_assembly	0.989940345287	0.00405913591385	0	95.7	361.0	90-100	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_009808750.1	helicase	0.989938616753	0.00197625160217	0	66	706.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009927214.1	polymerase	0.989938139915	-0.000733017921448	0	28.2	474.0	20-30	<0	1	0	1	1	Asfarviridae	Metazoa	test
YP_010748310.1	nuclease	0.989937663078	-0.00121253728867	0	55.5	498.0	50-70	<0	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009618594.1	tail_fiber_receptor	0.989935100079	-0.00173634290695	0	31.7	205.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_004009784.1	tail_fiber_receptor	0.989934980869	-0.00287616252899	0	56.3	725.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010840088.1	polymerase	0.989934146404	-0.000521302223206	0	23.2	162.0	20-30	<0	1	0	1	0	Fimoviridae	Viridiplantae	test
YP_010749179.1	nuclease	0.989933431149	-0.00219959020615	0	62.1	512.0	50-70	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009329851.1	capsid_head	0.989933013916	0.00197106599808	0	37	106.0	30-50	0-0.05	0	0	1	1	Riboviria	root	test
YP_009792137.1	helicase	0.989931702614	0.00214672088623	0	65.6	704.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009337772.1	polymerase	0.989929258823	0.000910520553589	0	40.8	353.0	30-50	0-0.05	0	0	1	1	Riboviria	root	test
YP_004934210.1	nuclease	0.98992729187	7.14063644409e-05	0	36.4	52.0	30-50	0-0.05	0	0	1	1	Coetzeevirus	Bacteria	test
YP_010754360.1	protease	0.989925742149	-0.00235635042191	0	64.7	175.0	50-70	<0	0	0	1	0	Finkelvirus	Bacteria	test
YP_009208892.1	lysis	0.989921331406	-0.00231695175171	0	99.3	647.0	90-100	<0	0	0	1	0	Benedictvirus	Bacteria	test
YP_009277949.1	tail_assembly	0.989919543266	-0.00114178657532	0	42.5	192.0	30-50	<0	0	0	1	0	Nyceiraevirus	Bacteria	test
YP_009337767.1	polyprotein	0.98991894722	0.00677788257599	0	25.8	183.0	20-30	0-0.05	1	0	1	1	Riboviria	root	test
YP_009595353.1	protease	0.989912569523	-0.00298738479614	0	43.6	240.0	30-50	<0	0	0	1	0	Plaisancevirus	Bacteria	test
YP_010747425.1	nuclease	0.989911973476	-0.00124597549438	0	54.7	500.0	50-70	<0	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009908157.1	lysis	0.989911615849	0.000780344009399	0	68.3	80.0	50-70	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_010012983.1	tail_assembly	0.989910900593	0.0201800465584	0	32.6	121.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009837625.1	tail_assembly	0.989909946918	0.00094199180603	0	66.5	652.0	50-70	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009789500.1	tail_assembly	0.989909052849	-0.00462132692337	0	62.4	201.0	50-70	<0	0	0	1	0	Yoloswagvirus	Bacteria	test
YP_009195106.1	tail_assembly	0.989907741547	-0.001744389534	0	68.6	295.0	50-70	<0	0	0	1	0	Microwolfvirus	Bacteria	test
YP_009902999.1	nuclease	0.989903450012	0.000299453735352	0	73.9	594.0	70-90	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009199300.1	transcription_regulator	0.989903330803	-4.55975532532e-05	0	38	69.0	30-50	<0	0	0	1	0	Sfunavirus	Bacteria	test
YP_010109384.1	tail_assembly	0.989902734756	-0.00202649831772	0	44.4	182.0	30-50	<0	0	0	1	0	Luchadorvirus	Bacteria	test
YP_010104254.1	lysis	0.989901900291	-0.00224316120148	0	76.3	566.0	70-90	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_010060153.1	tail_assembly	0.989898502827	-0.000510334968567	0	72.9	212.0	70-90	<0	0	0	1	0	Microwolfvirus	Bacteria	test
YP_009807438.1	helicase	0.989896774292	0.0021830201149	0	65.6	702.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009190571.1	tail_assembly	0.989895939827	-0.00325167179108	0	29	87.0	20-30	<0	1	0	1	0	Sepvirinae	Bacteria	test
YP_010796087.1	envelope_glycoprotein	0.989887416363	-0.0016742348671	0	34.6	419.0	30-50	<0	0	0	1	0	Gammaherpesvirinae	Metazoa	test
YP_010098202.1	lysis	0.989887058735	-0.00224941968918	0	76.3	566.0	70-90	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_010748024.1	nuclease	0.989884018898	0.00266337394714	0	77.1	151.0	70-90	0-0.05	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009908082.1	lysis	0.989875078201	0.000765085220337	0	68.3	80.0	50-70	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_009199280.1	tail_assembly	0.989868402481	0.00484478473663	0	61.2	149.0	50-70	0-0.05	0	0	1	0	Sfunavirus	Bacteria	test
YP_010747833.1	nuclease	0.989865481853	0.00278663635254	0	76	151.0	70-90	0-0.05	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009886361.1	nuclease	0.989864528179	0.000394701957703	0	26.9	85.0	20-30	0-0.05	1	0	1	0	Twarogvirinae	Bacteria	test
YP_009815766.1	tail_assembly	0.989860355854	-0.00194180011749	0	85.7	336.0	70-90	<0	0	0	1	0	Coralvirus	Bacteria	test
YP_010797908.1	polymerase	0.98985928297	-0.000230669975281	0	49.5	2026.0	30-50	<0	0	0	1	0	Orthornavirae	Metazoa	test
YP_009147538.1	tail_assembly	0.989859044552	0.000920534133911	0	66.5	652.0	50-70	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010748849.1	polymerase	0.989857971668	0.0095756649971	0	43.4	149.0	30-50	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009798817.1	integrase_recombinase	0.98985517025	0.00371736288071	0	97.7	736.0	90-100	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_008857943.1	lysis	0.98985260725	-0.00240534543991	0	91.4	596.0	90-100	<0	0	0	1	0	Benedictvirus	Bacteria	test
YP_009621570.1	tail_fiber_receptor	0.989852249622	0.00409239530563	0	25.7	90.0	20-30	0-0.05	1	0	1	0	Ounavirinae	Bacteria	test
YP_009606736.1	nuclease	0.989851713181	0.0110696554184	0	38.6	94.0	30-50	0-0.05	0	0	1	0	Ounavirinae	Bacteria	test
YP_010012588.1	portal_terminase_packaging	0.989850997925	-0.00277203321457	0	43.3	83.0	30-50	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009333503.1	polyprotein	0.989848971367	-4.38094139099e-05	0	25.2	195.0	20-30	<0	1	0	1	1	Riboviria	root	test
YP_009854107.1	lysis	0.989847123623	-0.00203257799149	0	59.6	215.0	50-70	<0	0	0	0	1	Ackermannviridae	Bacteria	test
YP_011217259.1	tail_assembly	0.98984515667	0.00469267368317	0	74.4	1418.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009815838.1	tail_assembly	0.989841639996	-0.00194972753525	0	85.7	336.0	70-90	<0	0	0	1	0	Coralvirus	Bacteria	test
YP_010653876.1	tail_assembly	0.989837527275	0.00228583812714	0	89.9	2569.0	70-90	0-0.05	0	0	1	0	Attisvirus	Bacteria	test
YP_009908307.1	lysis	0.989836752415	0.00149250030518	0	70	83.0	70-90	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_009884644.1	integrase_recombinase	0.989833831787	0.00370848178864	0	97.7	736.0	90-100	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009197873.1	transcription_regulator	0.989831924438	0.000519216060638	0	72.6	198.0	70-90	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009883584.1	integrase_recombinase	0.989831805229	0.00370764732361	0	97.7	736.0	90-100	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010790411.1	capsid_head	0.989831387997	-0.000666677951813	0	78.1	410.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009333343.1	polyprotein	0.98982656002	0.00467681884766	0	41.4	681.0	30-50	0-0.05	0	0	1	1	Riboviria	root	test
YP_010653874.1	tail_assembly	0.989824235439	-0.000506341457367	0	84.1	424.0	70-90	<0	0	0	1	0	Attisvirus	Bacteria	test
YP_010104339.1	tail_assembly	0.989823281765	0.00952821969986	0	87	284.0	70-90	0-0.05	0	0	1	0	Luchadorvirus	Bacteria	test
YP_010746374.1	lysis	0.989820480347	0.0068531036377	0	50	96.0	50-70	0-0.05	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009324410.1	tail_assembly	0.989818990231	-0.000355184078217	0	32.5	388.0	30-50	<0	0	0	1	0	Galunavirus	Bacteria	test
YP_009600877.1	protease	0.989818990231	-0.00196707248688	0	47.2	89.0	30-50	<0	0	0	1	0	Lacusarxvirus	Bacteria	test
NP_817596.1	tail_assembly	0.989818632603	-0.000158667564392	0	77.1	319.0	70-90	<0	0	0	1	0	Microwolfvirus	Bacteria	test
YP_009330095.1	polymerase	0.989817559719	0.00989145040512	0	28.1	120.0	20-30	0-0.05	1	0	1	1	Riboviria	root	test
YP_009822421.1	integrase_recombinase	0.98981487751	0.00370043516159	0	97.7	736.0	90-100	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009284670.1	tail_assembly	0.989809274673	-0.00256496667862	0	78.8	318.0	70-90	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009850898.1	nuclease	0.989808261395	0.00404870510101	0	45.3	124.0	30-50	0-0.05	0	0	1	0	Menderavirus	Bacteria	test
YP_009607650.1	lysis	0.989808142185	-0.00242406129837	0	91.4	596.0	90-100	<0	0	0	1	0	Benedictvirus	Bacteria	test
YP_009796311.1	membrane_matrix	0.989806711674	0.000186502933502	0	80.4	229.0	70-90	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009329890.1	polymerase	0.989804506302	0.000528931617737	0	63.5	1230.0	50-70	0-0.05	0	0	1	0	Riboviria	root	test
YP_009903474.1	tail_assembly	0.989802837372	0.00457417964935	0	57.6	256.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_010060163.1	tail_assembly	0.989800035954	-0.00139576196671	0	64.7	646.0	50-70	<0	0	0	1	0	Microwolfvirus	Bacteria	test
YP_009850775.1	nuclease	0.989799022675	0.00774604082108	0	43.7	164.0	30-50	0-0.05	0	0	1	0	Menderavirus	Bacteria	test
YP_009903396.1	tail_assembly	0.989796102047	0.00541204214096	0	58.5	259.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009336854.1	polyprotein	0.989791631699	-0.000989437103271	0	27.2	188.0	20-30	<0	1	0	1	1	Riboviria	root	test
YP_009508083.1	polymerase	0.989791512489	0.00341248512268	0	25.2	188.0	20-30	0-0.05	1	0	1	0	Fimoviridae	Viridiplantae	test
YP_009552470.1	envelope_glycoprotein	0.98978894949	0.00411921739578	0	32.2	140.0	30-50	0-0.05	0	0	1	0	Gammaherpesvirinae	Metazoa	test
YP_009612610.1	nuclease	0.989788174629	-0.000470399856567	0	58.2	214.0	50-70	<0	0	0	1	0	Rimavirus	Bacteria	test
YP_010659803.1	helicase	0.989787936211	-0.00170612335205	0	56.9	489.0	50-70	<0	0	0	1	0	Enquatrovirinae	Bacteria	test
YP_001715611.1	polyprotein	0.989783704281	0.00117874145508	0	41	1628.0	30-50	0-0.05	0	0	1	0	Ensavirinae	Metazoa	test
YP_009600276.1	tail_assembly	0.989781737328	-0.00123226642609	0	40.9	128.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009886456.1	nuclease	0.989780426025	0.0046963095665	0	45.8	468.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010748445.1	lysis	0.989773333073	0.000540137290955	0	58	121.0	50-70	0-0.05	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009903147.1	tail_assembly	0.989770531654	0.00426918268204	0	56.2	256.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_007236698.1	tail_assembly	0.989767491817	-0.000920653343201	0	49.2	198.0	30-50	<0	0	0	1	0	Coetzeevirus	Bacteria	test
YP_009889716.1	nuclease	0.989763021469	0.000339210033417	0	26.2	85.0	20-30	0-0.05	1	0	1	0	Twarogvirinae	Bacteria	test
YP_009325924.1	capsid_head	0.98976290226	-0.00206029415131	0	33.4	104.0	30-50	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_010681695.1	nuclease	0.989762783051	0.000438094139099	0	31.2	89.0	30-50	0-0.05	0	0	1	0	Heleneionescovirinae	Bacteria	test
YP_009606608.1	tail_fiber_receptor	0.989761888981	-0.00177526473999	0	31.1	199.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_010060970.1	lysis	0.989758014679	-0.00244510173798	0	91.4	596.0	90-100	<0	0	0	1	0	Benedictvirus	Bacteria	test
YP_010681556.1	protease	0.989748299122	-0.00232428312302	0	60.7	361.0	50-70	<0	0	0	1	0	Heleneionescovirinae	Bacteria	test
YP_002922859.1	tail_fiber_receptor	0.98974519968	0.0037796497345	0	26.4	87.0	20-30	0-0.05	1	0	1	0	Ounavirinae	Bacteria	test
YP_009337777.1	polymerase	0.989744365215	0.00360494852066	0	31.6	185.0	30-50	0-0.05	0	0	1	1	Riboviria	root	test
YP_010509746.1	nuclease	0.989739239216	-0.000452041625977	0	46.9	220.0	30-50	<0	0	0	1	0	Loutivirinae	root	test
NP_858965.1	tail_assembly	0.989738643169	-0.00148117542267	0	51.1	848.0	50-70	<0	0	0	1	0	Xipdecavirus	Bacteria	test
YP_009886373.1	polymerase	0.98973596096	-0.00183063745499	0	46	92.0	30-50	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009277097.1	transcription_regulator	0.989734530449	0.00107955932617	0	48.1	85.0	30-50	0-0.05	0	0	0	0	Ackermannviridae	Bacteria	test
YP_950547.1	portal_terminase_packaging	0.989727079868	0.103303074837	0	74	339.0	70-90	0.10-0.20	0	0	1	0	Enquatrovirinae	Bacteria	test
YP_009902484.1	tail_assembly	0.989725232124	0.00304788351059	0	58.7	259.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009337671.1	capsid_head	0.989717841148	0.00771135091782	0			no_hit	0-0.05	1	0	0	1	Riboviria	root	test
YP_009213139.1	tail_assembly	0.989711880684	0.00477892160416	0	61.2	149.0	50-70	0-0.05	0	0	1	0	Siftrevirus	Bacteria	test
YP_009199255.1	tail_assembly	0.989710748196	-0.00146573781967	0	31.5	85.0	30-50	<0	0	0	1	1	Sfunavirus	Bacteria	test
YP_009321543.1	protease	0.989704310894	0.000999569892883	0	99.2	259.0	90-100	0-0.05	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_010052427.1	portal_terminase_packaging	0.989701867104	0.00932425260544	0	51.8	161.0	50-70	0-0.05	0	0	1	1	Kantovirinae	Bacteria	test
YP_009903173.1	nuclease	0.989701151848	0.000193297863007	0	73	590.0	70-90	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009886622.1	polymerase	0.989700913429	-0.00184541940689	0	46	92.0	30-50	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010655639.1	lysis	0.989696502686	-0.00224870443344	0			no_hit	<0	1	0	1	0	Zukovirus	Bacteria	test
YP_008992065.1	nuclease	0.989696145058	-9.67383384705e-05	0	56.8	217.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009638094.1	lysis	0.989696025848	-0.0024346113205	0	99	646.0	90-100	<0	0	0	1	0	Benedictvirus	Bacteria	test
YP_010653661.1	tail_assembly	0.989693343639	0.0025475025177	0	94.2	2674.0	90-100	0-0.05	0	0	1	0	Attisvirus	Bacteria	test
YP_010748947.1	nuclease	0.989692509174	-0.00190198421478	0	61.2	502.0	50-70	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_004322607.1	nuclease	0.989689707756	0.00595027208328	0	79.7	224.0	70-90	0-0.05	0	0	1	0	Eurybiavirus	Bacteria	test
YP_009551799.1	capsid_head	0.989688754082	-0.00248712301254	0	38.1	93.0	30-50	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009703573.1	helicase	0.989685595036	0.00267493724823	0	25.4	277.0	20-30	0-0.05	1	0	1	0	Asfarviridae	Metazoa	test
YP_009277000.1	tail_assembly	0.989685177803	-0.00235694646835	0	34.5	414.0	30-50	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_008873481.1	protease	0.989684820175	0.0037607550621	0	64.5	556.0	50-70	0-0.05	0	0	1	1	Joanripponvirinae	Bacteria	test
YP_010746520.1	nuclease	0.989683389664	0.00113636255264	0	49.8	371.0	30-50	0-0.05	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009195403.1	helicase	0.989683032036	0.00214248895645	0	65.6	702.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009903325.1	helicase	0.989681661129	0.00190889835358	0	65.6	703.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_008532059.1	nuclease	0.98967897892	0.000584959983826	0	83.3	270.0	70-90	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009886128.1	polymerase	0.989678382874	-0.00185489654541	0	46	92.0	30-50	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010840076.1	envelope_glycoprotein	0.989677786827	-0.000374555587769	0			no_hit	<0	1	0	1	0	Fimoviridae	Viridiplantae	test
YP_010582532.1	nuclease	0.989675700665	0.000810384750366	0	56.7	44.0	50-70	0-0.05	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009886764.1	tail_assembly	0.989675104618	0.000771701335907	0	26.9	106.0	20-30	0-0.05	1	0	1	0	Twarogvirinae	Bacteria	test
YP_009199409.1	tail_fiber_receptor	0.989669024944	0.00373882055283	0	24.9	83.0	20-30	0-0.05	1	0	1	0	Ounavirinae	Bacteria	test
YP_009202405.1	tail_assembly	0.989666938782	-0.00164604187012	0	45.5	262.0	30-50	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009337179.1	nucleocapsid	0.989666819572	0.0205152630806	0			no_hit	0-0.05	1	0	0	1	Xinmoviridae	root	test
YP_009337445.1	polyprotein	0.989666104317	0.0114127993584	0			no_hit	0-0.05	1	0	1	0	Riboviria	root	test
YP_010745988.1	nuclease	0.989655017853	0.00132441520691	0	49.6	368.0	30-50	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010064307.1	tail_assembly	0.989654302597	0.0222843289375	0	76.2	219.0	70-90	0-0.05	0	0	0	0	Pukovnikvirus	Bacteria	test
YP_010746934.1	nuclease	0.9896504879	-0.00145220756531	0	68.1	334.0	50-70	<0	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009902582.1	tail_assembly	0.989649534225	-0.00198310613632	0	78.5	827.0	70-90	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_401662.1	helicase	0.98964881897	0.000430703163147	0	28.9	239.0	20-30	0-0.05	1	0	1	0	Gammaherpesvirinae	Metazoa	test
YP_010746774.1	lysis	0.989641964436	0.00747817754745	0	52.3	99.0	50-70	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010653951.1	tail_assembly	0.989640653133	0.0021852850914	0	97	342.0	90-100	0-0.05	0	0	1	0	Powerballvirus	Bacteria	test
YP_010840869.1	envelope_glycoprotein	0.989637494087	0.00414842367172	0			no_hit	0-0.05	1	0	1	0	Fimoviridae	Viridiplantae	test
YP_009903045.1	tail_assembly	0.989636480808	0.00490862131119	0	57.1	257.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_002456121.1	nuclease	0.989636003971	0.0121218562126	0	40.1	99.0	30-50	0-0.05	0	0	1	0	Ounavirinae	Bacteria	test
YP_010064993.1	portal_terminase_packaging	0.989635288715	0.00206339359283	0	60.6	411.0	50-70	0-0.05	0	0	0	0	Drexlerviridae	Bacteria	test
YP_009322000.1	transcription_regulator	0.989635169506	0.00200241804123	0	69.1	334.0	50-70	0-0.05	0	0	1	0	Ferrettivirinae	Bacteria	test
